"vehicle","colour","passing.distance","street","helmet","kerb","bikelane","city","time"
"ordinary car","green",2.024,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"SUV/pickup","red",1.998,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.471,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",2.331,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","red",2.498,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"SUV/pickup","black",2.068,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","blue",1.893,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"HGV","white",1.318,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.742,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","red",1.574,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.874,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",1.486,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"HGV","white",2.058,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","green",2.043,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","blue",1.746,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.537,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.23,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",1.339,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.374,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","green",1.801,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.563,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.792,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","red",2.211,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.85,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",1.794,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","green",1.31,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"HGV","white",2.092,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",2.395,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","black",1.859,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.874,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","blue",2.086,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","blue",2.047,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","black",1.986,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.412,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","red",1.635,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","sliver/grey",1.254,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",1.915,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","black",2.132,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",1.479,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","black",1.823,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","white",1.487,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.789,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"HGV","white",1.739,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.482,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","blue",1.823,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","blue",1.892,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",2.338,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",1.388,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"SUV/pickup","green",2.03,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.613,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",2.277,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","black",1.841,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","black",1.581,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","sliver/grey",1.781,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"ordinary car","black",1.958,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:44:00"
"LGV/minibus","white",1.736,"regular residential street","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"LGV/minibus","white",1.464,"regular residential street","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"LGV/minibus","white",1.685,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"HGV","white",2.04,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","blue",1.613,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","blue",1.299,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"HGV","white",2.11,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","sliver/grey",2.333,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","blue",1.752,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","sliver/grey",1.389,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"LGV/minibus","red",2.227,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"bus","red",1.384,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","sliver/grey",1.839,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","blue",2.859,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","white",1.861,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","black",1.319,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"taxi","black",1.482,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"LGV/minibus","red",1.345,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"ordinary car","sliver/grey",1.024,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 11:55:00"
"SUV/pickup","green",1.077,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.118,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.587,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"bus","red",1.45,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","other",1.588,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"HGV","red",2.109,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"HGV","white",1.202,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.899,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"LGV/minibus","white",1.575,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.576,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",2.011,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",1.569,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.658,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",3.215,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",1.835,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.322,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.6,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",1.765,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.562,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",2.164,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","black",1.464,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","black",2.116,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",2.097,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","black",2.52,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",1.861,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",2.639,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","black",1.484,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",1.564,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",1.827,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",1.633,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","green",1.875,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.56,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",1.377,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",1.635,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",1.584,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"taxi","black",1.304,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","black",0.941,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","sliver/grey",1.405,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",2.079,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","red",1.986,"main road, regular","no",0.25,"no","Salisbury","2006-05-24 12:10:00"
"ordinary car","blue",1.365,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.61,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","sliver/grey",1.912,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",1.606,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","black",1.848,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",1.591,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","other",2.049,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","sliver/grey",2.067,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"SUV/pickup","blue",2.264,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","other",2.124,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.827,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"LGV/minibus","white",1.831,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"SUV/pickup","black",1.524,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.33,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",1.372,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"LGV/minibus","red",2.178,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"LGV/minibus","white",1.745,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","black",1.178,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",1.5,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",1.55,"main road, regular","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","sliver/grey",1.609,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"taxi","white",1.498,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.815,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",1.9,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","black",1.988,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","sliver/grey",1.525,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"LGV/minibus","white",1.714,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"LGV/minibus","white",1.154,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",2.382,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","black",2.984,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","black",2.381,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"LGV/minibus","sliver/grey",1.51,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.299,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","blue",1.547,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.7,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"taxi","black",1.141,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"bus","white",1.071,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","sliver/grey",1.038,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.904,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.221,"regular urban street","yes",0.25,"no","Salisbury","2006-05-24 12:26:00"
"ordinary car","red",1.439,"regular urban street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","sliver/grey",1.353,"regular urban street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","white",1.558,"regular urban street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","red",0.794,"regular urban street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","sliver/grey",1.424,"regular residential street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","blue",2.467,"regular residential street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","red",1.458,"regular residential street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","red",1.402,"regular residential street","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"LGV/minibus","white",0.942,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","red",2.032,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"LGV/minibus","white",0.906,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","sliver/grey",1.101,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","blue",1.371,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","red",1.54,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"ordinary car","white",1.272,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:41:00"
"HGV","blue",1.047,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",1.428,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",1.098,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"SUV/pickup","blue",1.055,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","red",1.259,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"HGV","blue",0.913,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","red",1.522,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"LGV/minibus","blue",1.885,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",1.223,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","white",1.383,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","red",1.898,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","blue",1.999,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",1.671,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","black",1.565,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"HGV","red",1.354,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","blue",1.258,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",1.431,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",0.913,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","blue",1.048,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","blue",1.032,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",1.355,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","red",1.413,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"LGV/minibus","white",1.035,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"LGV/minibus","white",1.169,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","sliver/grey",1.574,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"LGV/minibus","white",1.636,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"PTW","other",0.814,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"HGV","red",1.885,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"HGV","blue",1.651,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","black",2.138,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","blue",1.516,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"SUV/pickup","blue",0.894,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","red",1.214,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","red",1.052,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","white",1.958,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","black",1.619,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","white",1.489,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","green",1.683,"main road, regular","yes",1,"no","Salisbury","2006-05-24 12:53:00"
"ordinary car","green",1.704,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"taxi","black",1.403,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"SUV/pickup","red",0.971,"one-way (one lane)","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","sliver/grey",2.371,"one-way (two lanes)","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","red",1.784,"one-way (two lanes)","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","red",1.712,"one-way (two lanes)","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","sliver/grey",1.703,"one-way (two lanes)","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","blue",1.526,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","sliver/grey",2.16,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","blue",1.56,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","sliver/grey",1.242,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","white",1.181,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","blue",2.038,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","black",1.171,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","black",1.029,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"LGV/minibus","other",1.688,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","sliver/grey",1.297,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","blue",1.648,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","blue",1.323,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","red",1.608,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","blue",2.207,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","sliver/grey",1.566,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","blue",1.281,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:29:00"
"ordinary car","white",1.683,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"LGV/minibus","white",1.378,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"LGV/minibus","white",1.353,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","green",1.072,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","sliver/grey",1.472,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","black",1.858,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"taxi","black",1.244,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","red",1.618,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"LGV/minibus","white",2.02,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","black",1.711,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","sliver/grey",1.806,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","red",1.534,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","sliver/grey",2.487,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",2.124,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",2.468,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"HGV","sliver/grey",1.856,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"LGV/minibus","white",1.29,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",1.236,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","sliver/grey",1.219,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","red",1.289,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"LGV/minibus","white",1.656,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","red",1.197,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"SUV/pickup","blue",1.105,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","red",1.405,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","sliver/grey",0.878,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",1.498,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","red",1.677,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"SUV/pickup","blue",1.472,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"PTW","red",1.331,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","black",1.331,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"LGV/minibus","sliver/grey",2.509,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",2.622,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","green",1.287,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","sliver/grey",1.653,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",1.693,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"LGV/minibus","black",1.799,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",2.205,"main road, regular","no",0.5,"no","Salisbury","2006-05-24 16:42:00"
"ordinary car","blue",2.003,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.853,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","black",1.45,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.233,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.139,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.871,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","sliver/grey",1.647,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.793,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
