"vehicle","colour","passing.distance","street","helmet","kerb","bikelane","city","time"
"ordinary car","black",1.89,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","blue",1.941,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.699,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","red",1.351,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"SUV/pickup","blue",2.204,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"SUV/pickup","sliver/grey",1.472,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","black",1.605,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"SUV/pickup","white",1.482,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","black",2.096,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"HGV","white",1.971,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","white",1.347,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","white",1.918,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.688,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.268,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.925,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"HGV","unknown",1.546,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"LGV/minibus","white",1.771,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"LGV/minibus","white",1.186,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","white",1.334,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"HGV","white",1.065,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","blue",1.157,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"HGV","white",1.197,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.061,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","red",1.834,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"SUV/pickup","blue",1.524,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.714,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 09:16:00"
"ordinary car","sliver/grey",1.776,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","black",1.417,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","red",1.74,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.758,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","red",1.992,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.603,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","sliver/grey",1.011,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.217,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","sliver/grey",1.478,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"SUV/pickup","sliver/grey",1.502,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","white",1.512,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","red",0.808,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.441,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.687,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.612,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","black",1.786,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","sliver/grey",2.386,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"HGV","green",1.487,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.796,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","white",1.406,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"bus","red",1.254,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"HGV","white",2.038,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.815,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.576,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","other",1.495,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","sliver/grey",1.73,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.307,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"HGV","white",1.625,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"PTW","red",1.355,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","red",1.713,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.231,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","sliver/grey",2.119,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","red",1.972,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"taxi","sliver/grey",1.181,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","green",0.527,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"SUV/pickup","blue",1.018,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","red",1.252,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.234,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","red",1.243,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"LGV/minibus","white",1.01,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.404,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.393,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"LGV/minibus","white",1.529,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","blue",1.806,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"LGV/minibus","sliver/grey",1.326,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","sliver/grey",1.663,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"SUV/pickup","blue",1.584,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:14:00"
"ordinary car","green",1.92,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","black",1.991,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","green",0.901,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","sliver/grey",1.521,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","red",1.263,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","blue",1.629,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","white",1.765,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","blue",1.239,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","other",1.334,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","blue",1.559,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","blue",1.771,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","black",1.095,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","black",1.369,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"LGV/minibus","white",1.2,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","black",1.552,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","sliver/grey",1.288,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","sliver/grey",1.699,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","blue",1.688,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","sliver/grey",1.377,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"SUV/pickup","red",1.312,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"SUV/pickup","sliver/grey",1.704,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"ordinary car","sliver/grey",1.132,"main road, regular","yes",0.75,"no","Salisbury","2006-05-30 10:22:00"
"LGV/minibus","white",0.971,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.479,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.424,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","green",1.564,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.733,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","red",1.985,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.957,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","red",1.337,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"HGV","other",1.213,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.573,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","other",1.537,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","white",1.679,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.734,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","white",1.673,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","red",2.22,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","black",1.648,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","blue",1.493,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.229,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","white",1.502,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"HGV","white",1.563,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"SUV/pickup","black",1.194,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","black",2.264,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.36,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.283,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.704,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",2.004,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"SUV/pickup","sliver/grey",1.516,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",1.653,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","white",1.464,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",1.116,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","black",1.358,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"HGV","red",0.996,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","green",1.77,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.345,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",1.407,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.429,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",2.068,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"SUV/pickup","red",1.893,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"SUV/pickup","blue",1.735,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",1.575,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",1.335,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","white",1.019,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.077,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",1.472,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","blue",1.205,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","white",1.534,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",2.266,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",1.374,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","white",0.99,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","green",2.198,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","red",1.551,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","black",1.46,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","blue",2.701,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","red",1.693,"main road, regular","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"LGV/minibus","white",1.687,"regular residential street","no",0.75,"no","Salisbury","2006-05-30 10:39:00"
"ordinary car","sliver/grey",1.574,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","sliver/grey",1.581,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","sliver/grey",1.819,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"SUV/pickup","sliver/grey",2.404,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","sliver/grey",2.105,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.771,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","sliver/grey",1.91,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.441,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"LGV/minibus","other",1.643,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"taxi","white",1.129,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","green",1.207,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.607,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","green",1.678,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"HGV","white",1.377,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.213,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"HGV","white",1.02,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.74,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","red",1.494,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"LGV/minibus","white",1.594,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","black",2.253,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.75,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.854,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","black",1.769,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","white",1.618,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","green",1.506,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.24,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","other",1.538,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"LGV/minibus","green",1.158,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.111,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","sliver/grey",1.557,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"ordinary car","blue",1.067,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
"HGV","red",1.517,"main road, regular","yes",0.5,"no","Salisbury","2006-05-30 10:53:00"
